content_id,creator_id,content_type,created_timestamp,time_sensitivity
C0900,22,SHORT,9,Medium
C0901,31,SHORT,10,High
C0902,48,SHORT,6,Low
C0903,34,LONG,17,Medium
C0904,40,SHORT,22,Low
C0905,43,SHORT,12,Low
C0906,43,SHORT,8,High
C0907,4,LONG,6,Low
C0908,40,LONG,1,Medium
C0909,42,SHORT,2,Medium
C0910,43,LONG,21,Low
C0911,24,SHORT,0,Medium
C0912,42,LONG,7,Medium
C0913,33,SHORT,10,Medium
C0914,39,SHORT,5,High
C0915,33,LONG,17,Low
C0916,2,SHORT,7,Low
C0917,20,LONG,15,Medium
C0918,48,SHORT,0,Medium
C0919,44,LONG,11,Low
C0920,20,SHORT,16,Medium
C0921,4,LONG,12,High
C0922,36,LONG,7,High
C0923,22,LONG,21,High
C0924,6,LONG,16,Low
C0925,40,SHORT,13,High
C0926,37,SHORT,13,Medium
C0927,39,LONG,14,Low
C0928,9,SHORT,20,High
C0929,38,SHORT,4,Medium
C0930,45,SHORT,13,High
C0931,42,SHORT,10,High
C0932,36,SHORT,5,Medium
C0933,10,SHORT,10,Medium
C0934,27,LONG,14,Low
C0935,41,LONG,4,High
C0936,7,SHORT,5,High
C0937,49,LONG,19,Low
C0938,40,SHORT,19,High
C0939,15,SHORT,11,High
C0940,45,LONG,4,Low
C0941,39,LONG,22,Low
C0942,24,SHORT,12,Medium
C0943,31,SHORT,5,High
C0944,15,SHORT,13,High
C0945,18,LONG,7,Low
C0946,43,SHORT,6,High
C0947,12,LONG,19,Medium
C0948,45,LONG,14,High
C0949,28,LONG,1,Low
C0950,48,LONG,23,Medium
C0951,26,SHORT,16,High
C0952,29,LONG,1,High
C0953,34,LONG,23,High
C0954,36,LONG,16,Low
C0955,4,SHORT,9,Medium
C0956,26,LONG,9,Medium
C0957,11,LONG,9,Low
C0958,4,SHORT,14,Low
C0959,29,SHORT,23,Low
C0960,8,SHORT,18,Low
C0961,35,SHORT,12,Medium
C0962,21,LONG,0,High
C0963,30,SHORT,14,High
C0964,17,LONG,22,Low
C0965,46,SHORT,22,Low
C0966,8,SHORT,3,Low
C0967,29,LONG,2,Low
C0968,46,LONG,23,Low
C0969,40,SHORT,12,Low
C0970,25,SHORT,5,Medium
C0971,37,SHORT,5,High
C0972,12,SHORT,13,Medium
C0973,20,LONG,9,Low
C0974,12,SHORT,4,High
C0975,1,LONG,0,Medium
C0976,32,LONG,17,High
C0977,39,LONG,7,High
C0978,38,LONG,14,Medium
C0979,29,SHORT,19,Low
C0980,1,SHORT,17,Medium
C0981,40,SHORT,1,High
C0982,10,SHORT,20,Medium
C0983,3,SHORT,1,Low
C0984,37,LONG,10,High
C0985,4,SHORT,13,High
C0986,11,LONG,19,Low
C0987,45,SHORT,14,Low
C0988,38,LONG,1,High
C0989,50,LONG,10,Medium
C0990,25,SHORT,13,Low
C0991,5,LONG,15,High
C0992,8,LONG,10,Low
C0993,27,SHORT,22,High
C0994,40,SHORT,3,Low
C0995,47,SHORT,15,Low
C0996,45,LONG,13,Low
C0997,21,LONG,16,Low
C0998,40,LONG,4,Low
C0999,37,LONG,16,Low
C1000,41,LONG,15,High
C1001,40,SHORT,22,Medium
C1002,13,SHORT,3,High
C1003,30,SHORT,23,High
C1004,40,LONG,13,High
C1005,22,LONG,17,Low
C1006,14,SHORT,20,High
C1007,45,LONG,8,High
C1008,20,LONG,16,Low
C1009,21,SHORT,3,Low
C1010,22,LONG,12,Low
C1011,37,SHORT,5,High
C1012,22,LONG,21,Medium
C1013,31,SHORT,20,High
C1014,31,SHORT,20,Medium
C1015,35,LONG,14,Medium
C1016,48,SHORT,16,Medium
C1017,37,LONG,17,Low
C1018,2,SHORT,18,Low
C1019,22,LONG,2,High
C1020,18,SHORT,10,Medium
C1021,41,SHORT,18,Low
C1022,25,SHORT,19,High
C1023,49,LONG,22,Medium
C1024,46,SHORT,8,Medium
C1025,6,LONG,7,Medium
C1026,29,LONG,6,Low
C1027,20,SHORT,3,Medium
C1028,3,SHORT,2,Medium
C1029,33,SHORT,15,Low
C1030,10,SHORT,10,Medium
C1031,47,LONG,10,High
C1032,50,SHORT,16,Low
C1033,9,SHORT,23,High
C1034,30,LONG,22,Low
C1035,8,SHORT,9,High
C1036,44,SHORT,10,Medium
C1037,3,SHORT,16,Low
C1038,48,LONG,0,Low
C1039,49,LONG,20,High
C1040,21,SHORT,6,Medium
C1041,18,LONG,14,Low
C1042,8,LONG,4,High
C1043,18,SHORT,0,Low
C1044,36,SHORT,6,Low
C1045,23,LONG,8,High
C1046,46,LONG,18,High
C1047,11,SHORT,9,Low
C1048,22,LONG,1,High
C1049,2,LONG,21,High
C1050,7,LONG,1,High
C1051,28,LONG,5,Low
C1052,39,LONG,19,Medium
C1053,20,LONG,6,Low
C1054,49,SHORT,14,Low
C1055,9,SHORT,22,Medium
C1056,7,LONG,9,Low
C1057,42,LONG,15,High
C1058,15,SHORT,19,Medium
C1059,24,LONG,5,Low
C1060,43,LONG,10,Medium
C1061,32,SHORT,2,Medium
C1062,8,LONG,15,Medium
C1063,11,LONG,11,Low
C1064,37,SHORT,16,High
C1065,26,SHORT,10,Low
C1066,42,SHORT,9,Low
C1067,30,LONG,18,Medium
C1068,16,SHORT,17,High
C1069,31,LONG,2,Medium
C1070,14,LONG,13,Low
C1071,22,SHORT,5,Low
C1072,43,SHORT,23,Low
C1073,37,LONG,3,Low
C1074,39,LONG,10,Low
C1075,7,LONG,5,Medium
C1076,26,SHORT,19,High
C1077,44,LONG,10,Medium
C1078,42,SHORT,2,High
C1079,9,SHORT,4,Low
C1080,10,LONG,17,Medium
C1081,25,LONG,6,High
C1082,44,LONG,9,Low
C1083,44,LONG,13,Low
C1084,23,SHORT,18,High
C1085,40,LONG,4,Medium
C1086,4,LONG,17,High
C1087,1,LONG,3,Medium
C1088,2,SHORT,13,Low
C1089,38,LONG,20,Medium
C1090,46,LONG,12,Medium
C1091,28,SHORT,21,High
C1092,31,SHORT,6,Low
C1093,25,LONG,13,High
C1094,19,SHORT,4,High
C1095,5,SHORT,4,Low
C1096,32,LONG,4,High
C1097,9,LONG,14,Low
C1098,39,LONG,19,High
C1099,30,LONG,17,Medium
C1100,25,LONG,7,High
C1101,28,SHORT,18,Medium
C1102,47,SHORT,22,Low
C1103,18,LONG,17,Low
C1104,24,SHORT,1,Low
C1105,31,LONG,3,Low
C1106,31,SHORT,4,Low
C1107,47,LONG,14,Low
C1108,6,SHORT,7,Medium
C1109,41,SHORT,21,Low
C1110,35,LONG,19,High
C1111,22,SHORT,15,Medium
C1112,33,LONG,18,Low
C1113,22,LONG,11,Medium
C1114,19,SHORT,1,Low
C1115,39,LONG,23,Low
C1116,17,SHORT,20,Medium
C1117,38,SHORT,18,High
C1118,43,LONG,23,Low
C1119,2,LONG,15,High
C1120,9,SHORT,8,Medium
C1121,9,LONG,8,Medium
C1122,1,SHORT,19,High
C1123,38,SHORT,21,Medium
C1124,24,SHORT,8,Low
C1125,16,LONG,5,Low
C1126,3,LONG,2,High
C1127,39,SHORT,15,Medium
C1128,50,LONG,7,Low
C1129,29,SHORT,6,Low
C1130,47,LONG,1,Low
C1131,17,SHORT,1,High
C1132,30,LONG,15,Medium
C1133,31,SHORT,12,Low
C1134,46,LONG,15,Medium
C1135,10,LONG,0,Medium
C1136,29,LONG,21,Medium
C1137,34,SHORT,3,Low
C1138,41,LONG,13,Low
C1139,42,LONG,10,Medium
C1140,18,SHORT,8,Low
C1141,38,LONG,14,Low
C1142,48,SHORT,23,Low
C1143,38,SHORT,16,Medium
C1144,44,SHORT,10,Low
C1145,1,SHORT,2,High
C1146,27,SHORT,16,High
C1147,44,LONG,11,High
C1148,47,LONG,8,High
C1149,3,SHORT,19,High
C1150,4,SHORT,19,Low
C1151,8,SHORT,2,Low
C1152,9,LONG,21,Low
C1153,37,SHORT,3,Low
C1154,12,LONG,9,Medium
C1155,43,SHORT,20,Medium
C1156,18,LONG,22,Low
C1157,50,LONG,8,High
C1158,50,SHORT,8,High
C1159,25,LONG,10,High
C1160,17,LONG,5,Medium
C1161,5,LONG,6,Low
C1162,26,SHORT,20,Medium
C1163,7,SHORT,17,Medium
C1164,14,SHORT,14,Low
C1165,17,SHORT,1,High
C1166,5,LONG,14,High
C1167,32,SHORT,20,Low
C1168,1,SHORT,21,Medium
C1169,18,SHORT,22,Medium
C1170,26,SHORT,16,Low
C1171,50,LONG,15,Medium
C1172,26,SHORT,17,High
C1173,1,LONG,22,Medium
C1174,8,LONG,10,Low
C1175,20,LONG,1,Low
C1176,42,SHORT,11,Low
C1177,22,SHORT,14,Medium
C1178,42,SHORT,5,Low
C1179,3,LONG,21,High
C1180,20,LONG,3,Low
C1181,45,LONG,15,High
C1182,41,LONG,23,High
C1183,9,SHORT,6,High
C1184,47,SHORT,15,Medium
C1185,5,LONG,15,Low
C1186,29,SHORT,1,Medium
C1187,4,LONG,23,High
C1188,26,SHORT,6,Low
C1189,43,LONG,21,Low
C1190,10,SHORT,2,High
C1191,48,SHORT,15,Low
C1192,2,LONG,19,High
C1193,16,SHORT,0,High
C1194,41,SHORT,9,High
C1195,30,SHORT,18,High
C1196,7,SHORT,15,Low
C1197,40,SHORT,2,High
C1198,28,LONG,23,Low
C1199,26,LONG,3,Low
C1200,37,SHORT,10,High
