creator_id,platform,content_type,time_slot,avg_engagement
40,YouTube,LONG,15,1.15
40,YouTube,LONG,9,1.19
40,YouTube,LONG,17,1.21
41,Instagram,SHORT,1,1.1
41,Instagram,SHORT,12,1.08
41,Instagram,SHORT,18,1.1
41,Instagram,SHORT,17,1.12
41,Instagram,SHORT,6,1.14
41,Instagram,LONG,19,1.29
41,Instagram,LONG,21,1.45
41,Instagram,LONG,3,1.34
41,Instagram,LONG,4,1.29
41,Instagram,LONG,12,1.23
41,YouTube,SHORT,12,1.07
41,YouTube,SHORT,16,1.1
41,YouTube,SHORT,1,1.09
41,YouTube,SHORT,4,1.13
41,YouTube,SHORT,22,1.11
41,YouTube,LONG,19,1.11
41,YouTube,LONG,10,1.05
41,YouTube,LONG,5,1.04
41,YouTube,LONG,12,1.04
41,YouTube,LONG,23,1.03
42,Instagram,SHORT,15,1.22
42,Instagram,SHORT,0,1.31
42,Instagram,SHORT,11,1.28
42,Instagram,SHORT,10,1.43
42,Instagram,SHORT,21,1.43
42,Instagram,LONG,19,1.15
42,Instagram,LONG,15,1.18
42,Instagram,LONG,8,1.15
42,Instagram,LONG,20,1.05
42,Instagram,LONG,18,1.16
42,YouTube,SHORT,12,1.14
42,YouTube,SHORT,4,1.16
42,YouTube,SHORT,21,1.05
42,YouTube,SHORT,7,1.11
42,YouTube,SHORT,1,1.1
42,YouTube,LONG,6,1.23
42,YouTube,LONG,13,1.2
42,YouTube,LONG,16,1.04
42,YouTube,LONG,19,1.06
42,YouTube,LONG,15,1.07
43,Instagram,SHORT,21,1.13
43,Instagram,SHORT,15,1.02
43,Instagram,SHORT,16,1.04
43,Instagram,SHORT,12,1.04
43,Instagram,SHORT,10,1.07
43,Instagram,LONG,21,1.36
43,Instagram,LONG,20,1.49
43,Instagram,LONG,22,1.31
43,Instagram,LONG,8,1.31
43,Instagram,LONG,19,1.49
43,YouTube,SHORT,9,1.48
43,YouTube,SHORT,22,1.5
43,YouTube,SHORT,6,1.61
43,YouTube,SHORT,15,1.55
43,YouTube,SHORT,10,1.42
43,YouTube,LONG,17,1.22
43,YouTube,LONG,12,1.46
43,YouTube,LONG,11,1.23
43,YouTube,LONG,4,1.46
43,YouTube,LONG,9,1.38
44,Instagram,SHORT,6,1.44
44,Instagram,SHORT,17,1.63
44,Instagram,SHORT,8,1.48
44,Instagram,SHORT,22,1.42
44,Instagram,SHORT,4,1.69
44,Instagram,LONG,7,0.76
44,Instagram,LONG,1,0.67
44,Instagram,LONG,3,0.76
44,Instagram,LONG,13,0.65
44,Instagram,LONG,10,0.73
44,YouTube,SHORT,13,1.38
44,YouTube,SHORT,20,1.47
44,YouTube,SHORT,15,1.55
44,YouTube,SHORT,6,1.31
44,YouTube,SHORT,9,1.45
44,YouTube,LONG,23,1.37
44,YouTube,LONG,1,1.21
44,YouTube,LONG,5,1.36
44,YouTube,LONG,13,1.39
44,YouTube,LONG,12,1.24
45,Instagram,SHORT,9,0.64
45,Instagram,SHORT,18,0.74
45,Instagram,SHORT,19,0.68
45,Instagram,SHORT,3,0.67
45,Instagram,SHORT,10,0.73
45,Instagram,LONG,14,1.26
45,Instagram,LONG,8,1.34
45,Instagram,LONG,6,1.29
45,Instagram,LONG,3,1.27
45,Instagram,LONG,10,1.41
45,YouTube,SHORT,18,1.38
45,YouTube,SHORT,21,1.39
45,YouTube,SHORT,6,1.38
45,YouTube,SHORT,5,1.29
45,YouTube,SHORT,19,1.18
45,YouTube,LONG,5,1.32
45,YouTube,LONG,4,1.43
45,YouTube,LONG,15,1.45
45,YouTube,LONG,10,1.39
45,YouTube,LONG,7,1.41
46,Instagram,SHORT,18,1.41
46,Instagram,SHORT,0,1.23
46,Instagram,SHORT,8,1.25
46,Instagram,SHORT,20,1.3
46,Instagram,SHORT,11,1.33
46,Instagram,LONG,22,1.03
46,Instagram,LONG,9,0.95
46,Instagram,LONG,3,0.93
46,Instagram,LONG,20,0.93
46,Instagram,LONG,11,1.05
46,YouTube,SHORT,13,1.18
46,YouTube,SHORT,22,1.16
46,YouTube,SHORT,17,1.15
46,YouTube,SHORT,15,1.13
46,YouTube,SHORT,21,1.17
46,YouTube,LONG,16,1.18
46,YouTube,LONG,22,1.37
46,YouTube,LONG,11,1.39
46,YouTube,LONG,2,1.21
46,YouTube,LONG,18,1.29
47,Instagram,SHORT,16,0.87
47,Instagram,SHORT,14,0.83
47,Instagram,SHORT,3,0.9
47,Instagram,SHORT,21,0.82
47,Instagram,SHORT,6,0.76
47,Instagram,LONG,13,0.63
47,Instagram,LONG,14,0.67
47,Instagram,LONG,18,0.66
47,Instagram,LONG,1,0.62
47,Instagram,LONG,17,0.67
47,YouTube,SHORT,18,1.3
47,YouTube,SHORT,2,1.26
47,YouTube,SHORT,1,1.14
47,YouTube,SHORT,13,1.34
47,YouTube,SHORT,11,1.37
47,YouTube,LONG,9,1.33
47,YouTube,LONG,13,1.25
47,YouTube,LONG,5,1.2
47,YouTube,LONG,4,1.33
47,YouTube,LONG,20,1.19
48,Instagram,SHORT,12,1.76
48,Instagram,SHORT,2,1.66
48,Instagram,SHORT,21,1.6
48,Instagram,SHORT,17,1.72
48,Instagram,SHORT,4,1.72
48,Instagram,LONG,7,1.28
48,Instagram,LONG,0,1.21
48,Instagram,LONG,9,1.2
48,Instagram,LONG,14,1.16
48,Instagram,LONG,21,1.22
48,YouTube,SHORT,6,0.64
48,YouTube,SHORT,23,0.69
48,YouTube,SHORT,3,0.71
48,YouTube,SHORT,1,0.59
48,YouTube,SHORT,21,0.62
48,YouTube,LONG,1,0.81
48,YouTube,LONG,14,0.71
48,YouTube,LONG,19,0.68
48,YouTube,LONG,21,0.74
48,YouTube,LONG,22,0.76
49,Instagram,SHORT,1,1.67
49,Instagram,SHORT,4,1.64
49,Instagram,SHORT,16,1.51
49,Instagram,SHORT,9,1.6
49,Instagram,SHORT,7,1.62
49,Instagram,LONG,9,0.81
49,Instagram,LONG,4,0.78
49,Instagram,LONG,21,0.83
49,Instagram,LONG,16,0.84
49,Instagram,LONG,7,0.86
49,YouTube,SHORT,21,0.74
49,YouTube,SHORT,13,0.73
49,YouTube,SHORT,17,0.7
49,YouTube,SHORT,15,0.71
49,YouTube,SHORT,1,0.65
49,YouTube,LONG,4,1.14
49,YouTube,LONG,9,1.23
49,YouTube,LONG,12,1.1
49,YouTube,LONG,5,1.19
49,YouTube,LONG,17,1.22
50,Instagram,SHORT,17,1.68
50,Instagram,SHORT,13,1.66
50,Instagram,SHORT,16,1.82
50,Instagram,SHORT,4,1.92
50,Instagram,SHORT,12,1.89
50,Instagram,LONG,23,0.61
50,Instagram,LONG,6,0.6
50,Instagram,LONG,1,0.64
50,Instagram,LONG,8,0.56
50,Instagram,LONG,12,0.62
50,YouTube,SHORT,17,1.34
50,YouTube,SHORT,6,1.11
50,YouTube,SHORT,15,1.33
50,YouTube,SHORT,10,1.34
50,YouTube,SHORT,9,1.13
50,YouTube,LONG,15,1.84
50,YouTube,LONG,7,1.78
50,YouTube,LONG,22,1.81
50,YouTube,LONG,19,1.79
50,YouTube,LONG,6,1.86
